43.874741,83.347389,122.556778
41.205936,82.698479,126.757439
42.488144,87.004044,133.879730
41.480068,83.034164,126.957130
41.461063,82.796455,126.532280
41.403225,82.943542,127.038857
43.535355,83.148148,124.057243
45.040283,83.173866,122.344437
47.774796,83.623291,119.796638
49.985050,83.772942,117.429367
54.208801,83.885384,112.854622
60.133713,83.608597,107.290115
63.903732,83.344460,104.156929
64.113213,83.281570,103.949638
58.822693,83.830917,108.419792
55.322704,83.611977,111.669907
52.053013,83.643417,114.750000
51.147305,83.772461,115.961166
47.738293,83.491615,119.715363
44.579018,82.930084,123.266083
42.870090,82.960732,125.558914
42.043903,82.804626,127.427986
42.162350,84.241280,128.048187
49.960178,83.646065,117.386116
57.006138,83.795296,110.137352
64.523895,83.194237,103.605843
71.234818,82.533737,98.822533
73.242683,82.343094,97.468613
70.673729,82.625053,99.230515
66.277756,83.163162,102.525772
61.273262,83.501472,106.354065
58.747524,83.653061,108.364319
55.987404,83.825684,110.869560
54.485519,83.866234,112.307549
53.390251,83.928993,113.266602
54.470760,83.903854,112.360191
59.020889,83.733681,108.328979
64.783264,83.237846,103.566719
71.607140,82.380959,98.571434
72.100441,82.258064,98.211143
73.162102,82.218414,97.484779
75.306206,81.899841,95.989388
73.161026,82.120827,97.397621
70.552414,82.531868,99.447594
69.293480,82.643082,100.461403
67.845520,82.826508,101.687447
58.368881,83.455238,109.575699
55.510658,83.702286,111.893921
59.864559,84.066795,106.986969
51.754429,84.667740,113.789375
48.938278,83.605522,117.341362
43.740528,83.395226,122.368958
43.584873,83.105225,123.300499
44.332718,83.262825,123.235229
49.570778,84.609268,115.636909
43.432755,83.258270,124.834358
43.671864,83.194893,123.940742
46.516041,83.434113,120.167969
49.008366,83.558769,118.246132
48.648521,83.839775,117.634712
44.946720,83.119354,122.631714
46.481750,83.345245,120.790497
51.962341,83.469917,114.856705
51.287312,83.684937,115.567978
51.400185,84.146561,114.246536
51.875053,84.602905,113.496986
58.072018,83.094673,108.938240
64.411446,82.977638,103.459747
70.655373,82.320457,99.062576
79.460617,80.993355,92.609932
82.041229,80.662384,90.917542
73.147148,82.053162,97.311249
59.441647,83.482834,108.535469
48.366806,83.417755,119.193199
42.576416,82.797142,125.341927
41.813583,82.998489,127.365280
54.918972,113.897499,175.493500
78.265648,169.240067,250.137207
43.492321,86.276138,130.924454
44.814880,83.335632,122.278336
48.062069,84.488060,117.300362
48.547203,84.467041,117.043823
48.115772,83.352303,119.155701
53.151245,83.748337,114.103172
50.797272,84.040115,115.670341
46.302132,83.703262,120.575821
45.406498,83.197006,122.507088
45.601490,83.279793,122.051613
46.198822,83.270409,121.321404
45.339931,83.396973,122.126892
53.990761,83.603874,113.184265
75.948181,81.829445,95.116737
86.287872,80.145683,88.170166
83.761841,80.511650,89.797890
74.241371,82.088577,96.486488
66.661339,82.986557,102.141479
58.701366,83.758270,108.932800
49.154758,83.630280,118.338402
44.396217,83.333450,123.118675
42.710659,83.212868,125.590179
41.952286,82.743942,127.226143
42.099739,82.874016,126.089241
44.278740,90.940994,139.571716
73.781357,158.623856,241.515808
90.969307,206.825531,254.963638
65.555161,139.869583,218.000290
52.128906,111.408340,173.189880
47.230751,96.824852,147.836975
64.244331,138.108322,215.053513
53.216969,113.989578,177.478836
44.097466,83.338150,123.609047
58.980141,83.487694,108.805397
66.179298,82.954269,102.746689
69.885063,82.356323,99.712646
68.110023,83.052299,100.849220
64.049294,84.035599,103.157272
56.639488,84.970352,108.253250
43.815552,83.590279,123.501984
45.657318,83.581322,121.613991
49.493229,83.761803,117.088638
49.982674,83.994164,116.453812
44.608997,83.785484,122.059280
42.730583,83.432022,124.686867
41.137718,83.694817,127.585648
41.858299,83.411491,125.371490
48.216053,83.902512,118.125671
45.751884,84.150169,120.658028
42.751022,83.751328,124.095108
42.811371,85.889626,130.787582
48.430817,83.813835,119.070663
74.146568,82.236496,96.410591
79.744553,81.155228,92.440613
77.487900,81.578392,94.081413
67.679031,83.063148,101.269531
56.710232,83.942551,110.141182
49.759277,84.009506,117.034653
44.204769,83.509819,123.726852
40.816833,83.304459,127.623764
41.873573,83.006020,125.951576
41.769302,83.286179,125.733040
